1,1,0,41,31,0.68,0.129152435,12.2
0,1,0,41,25,0.32,0.200140348,1.247
1,1,0,35,31,0.5,0.129073913,14.4
0,0,1,26,35,0.23,0.291890522,1.6
1,1,0,29,31,0.23,0.143314783,17.3
1,0,1,41,33,0.41,0.191853913,11.7
0,0,1,29,29,0.68,0.259998261,1.477
1,0,1,35,35,0.59,0.178894261,16.2
0,0,1,32,25,0.23,0.292606435,1.605
0,0,1,38,27,0.59,0.243240435,1.309
0,1,0,35,31,0.68,0.202185304,0.986
0,0,1,26,31,0.41,0.276482609,1.66
0,1,0,26,31,0.41,0.22649713,1.62
0,1,0,38,31,0.68,0.196211217,0.858
0,0,1,41,27,0.41,0.251899739,1.316
0,1,0,32,31,0.5,0.207964261,1.23
0,1,0,35,33,0.5,0.203864783,1.027
1,1,0,32,27,0.32,0.141331391,13.5
1,0,1,26,33,0.32,0.185675565,23.2
1,0,1,38,27,0.68,0.176338435,12.2
0,0,1,26,27,0.68,0.267252696,1.68
0,0,1,38,33,0.41,0.253292696,1.119
0,0,1,35,33,0.68,0.24762887,0.72
1,0,1,41,35,0.68,0.184146696,13.2
1,1,0,32,29,0.5,0.128620435,15.7
1,1,0,32,29,0.23,0.147662609,14
1,1,0,29,27,0.32,0.14104713,15.9
1,0,1,26,27,0.41,0.189572261,19.9
0,0,1,35,25,0.32,0.27196913,1.351
0,0,1,29,31,0.23,0.288880957,1.736
1,0,1,26,33,0.23,0.199570348,22.2
0,0,1,41,31,0.41,0.250186783,1.152
0,0,1,35,27,0.32,0.268875217,1.407
1,0,1,29,31,0.59,0.172551652,20.3
0,0,1,29,27,0.59,0.260812174,1.62
1,0,1,35,25,0.5,0.190954783,11.9
1,0,1,38,31,0.23,0.218646696,11.6
0,0,1,32,31,0.32,0.26885713,1.27
1,0,1,41,25,0.23,0.237419826,8.5
0,1,0,35,31,0.32,0.205959913,1.12
0,1,0,38,29,0.41,0.197153565,1.223
1,1,0,41,29,0.41,0.134733217,10.5
1,0,1,32,25,0.5,0.190024174,13.5
0,0,1,29,25,0.59,0.262274348,1.78
0,1,0,29,35,0.23,0.226458696,1.41
0,1,0,29,25,0.59,0.208414609,1.31
0,1,0,41,29,0.41,0.193258783,1.163
0,0,1,41,29,0.68,0.237193217,1.128
0,0,1,38,31,0.23,0.276799652,1.369
0,1,0,29,33,0.23,0.223166,1.19
0,1,0,26,25,0.23,0.236328609,1.916
0,1,0,38,35,0.59,0.203549304,0.837
0,0,1,38,35,0.59,0.249313391,0.902
0,1,0,35,29,0.59,0.198716609,1.17
0,1,0,26,29,0.41,0.224966522,1.82
0,0,1,35,31,0.68,0.247159391,1.053
1,1,0,38,27,0.59,0.127968087,11.8
1,1,0,35,27,0.32,0.141879391,11.9
0,1,0,32,33,0.68,0.212454261,0.85
1,1,0,38,31,0.68,0.128149391,13.7
1,1,0,38,29,0.68,0.126579391,13
1,0,1,41,27,0.32,0.211440087,9.5
0,1,0,29,31,0.23,0.225987652,1.682
0,0,1,38,27,0.41,0.255114435,1.296
1,1,0,35,29,0.41,0.132918348,13.2
0,1,0,26,31,0.5,0.224220522,1.3
0,0,1,38,25,0.23,0.286094522,1.396
1,1,0,35,33,0.32,0.136132,14.1
0,1,0,38,33,0.5,0.198443565,0.882
1,0,1,38,35,0.41,0.188921043,13.5
0,1,0,32,29,0.23,0.219249652,1.5
0,0,1,41,29,0.23,0.276308522,1.268
0,1,0,29,25,0.68,0.209851826,1.58
0,1,0,29,33,0.59,0.21829487,1.12
1,0,1,26,35,0.59,0.169252,27.2
1,1,0,38,35,0.68,0.135966087,14.7
0,1,0,26,31,0.23,0.232852,1.71
0,1,0,32,25,0.41,0.208555217,1.503
0,1,0,35,27,0.5,0.197809826,1.25
1,1,0,41,31,0.41,0.134482435,11.2
1,1,0,29,29,0.59,0.126215304,19.1
1,0,1,29,35,0.32,0.187769826,19.9
1,0,1,32,27,0.32,0.204390522,13.6
1,0,1,41,29,0.32,0.207363478,10.2
0,1,0,41,33,0.68,0.195178435,0.712
0,0,1,26,27,0.23,0.299098783,1.94
0,0,1,29,33,0.41,0.267704087,1.13
1,1,0,26,27,0.59,0.128350783,21.7
0,0,1,38,31,0.5,0.247534087,1.105
0,0,1,41,33,0.59,0.241476261,0.882
1,0,1,35,29,0.41,0.190486435,13.2
0,1,0,26,35,0.59,0.233086348,0.99
0,1,0,41,35,0.68,0.201418348,0.706
1,1,0,32,33,0.32,0.134617739,16.2
0,1,0,41,35,0.41,0.198014435,0.912
0,1,0,32,25,0.23,0.222259478,1.491
0,1,0,32,33,0.41,0.211031391,1.227
0,0,1,38,35,0.23,0.274036696,1.148
0,1,0,32,31,0.23,0.219733391,1.486
0,0,1,35,35,0.5,0.254436696,0.983
1,1,0,29,35,0.23,0.139600609,19.2
1,1,0,38,33,0.59,0.130073043,13.8
1,1,0,35,27,0.59,0.127697739,13.3
0,0,1,35,35,0.41,0.258868087,1.126
1,1,0,29,27,0.59,0.12797,17.9
1,0,1,41,31,0.41,0.193263217,11.1
1,0,1,38,25,0.68,0.179320696,11.3
1,0,1,29,27,0.68,0.173134087,18.6
0,1,0,38,31,0.32,0.202518087,1.19
0,1,0,29,27,0.68,0.211341565,1.47
1,1,0,41,35,0.32,0.139954609,11.7
0,0,1,32,33,0.5,0.256634174,1.08
0,0,1,35,29,0.59,0.247700783,1.246
1,0,1,29,33,0.68,0.170063565,22
1,1,0,41,29,0.59,0.128296348,11.3
0,1,0,38,29,0.23,0.209536522,1.17
0,0,1,29,27,0.41,0.270263913,1.67
1,0,1,26,31,0.68,0.16738913,25.7
1,0,1,32,31,0.41,0.185903739,16.1
1,1,0,38,31,0.5,0.130077826,12.8
1,1,0,29,27,0.41,0.135018696,16.6
1,1,0,32,31,0.59,0.126537739,17.2
1,1,0,38,35,0.59,0.133539304,14.3
0,1,0,32,33,0.23,0.212619391,0.4
1,1,0,29,29,0.32,0.13759313,17
1,1,0,26,29,0.32,0.136864087,20.5
1,1,0,32,33,0.23,0.142827217,15.6
0,0,1,38,35,0.41,0.254738174,1.079
0,1,0,26,35,0.68,0.236979043,0.87
1,0,1,38,29,0.68,0.175492435,13.1
1,0,1,29,29,0.59,0.174515391,19.1
0,1,0,29,33,0.41,0.218204087,1.33
1,1,0,38,33,0.32,0.137764783,12.5
0,1,0,29,29,0.5,0.213687478,1.54
0,0,1,38,31,0.68,0.241803739,0.926
1,0,1,35,25,0.68,0.178376522,12.8
1,1,0,41,25,0.68,0.127040609,10.2
1,1,0,41,27,0.59,0.128412609,10.6
0,0,1,26,25,0.32,0.289121913,1.879
1,1,0,32,35,0.59,0.130306261,18.6
0,1,0,32,29,0.32,0.209343913,1.13
1,1,0,32,27,0.5,0.130452522,14.6
1,0,1,29,33,0.32,0.189413304,19
0,0,1,38,29,0.5,0.246980261,1.244
0,1,0,29,31,0.5,0.215946348,1.32
0,1,0,35,33,0.41,0.205192174,1.137
0,0,1,41,31,0.32,0.259465739,1.234
0,0,1,26,33,0.32,0.281501217,1.58
0,1,0,41,31,0.68,0.191762348,0.859
0,0,1,32,27,0.5,0.257619565,1.555
1,1,0,26,27,0.23,0.149582783,18.2
1,1,0,32,33,0.68,0.128285478,18.5
1,0,1,32,35,0.59,0.176022174,18.7
1,1,0,35,31,0.23,0.146501043,12.9
1,1,0,26,35,0.32,0.130770696,24.2
0,0,1,38,27,0.23,0.282042348,1.388
1,1,0,29,27,0.23,0.150684087,15.2
1,1,0,29,27,0.68,0.125856,18.5
1,1,0,26,35,0.68,0.127688957,28.1
0,0,1,29,33,0.5,0.265000783,1.22
1,0,1,38,35,0.68,0.181763478,14.8
1,1,0,32,31,0.5,0.128216783,16.5
1,1,0,29,29,0.68,0.125066,19.9
0,0,1,32,29,0.59,0.24994713,0.84
1,1,0,38,27,0.5,0.130882174,11.4
1,0,1,41,25,0.5,0.193725304,9.6
1,1,0,29,27,0.5,0.130650174,17.2
1,0,1,41,33,0.68,0.179754087,12.7
1,1,0,41,35,0.41,0.135995043,12.1
1,0,1,35,31,0.32,0.198651304,13.5
1,1,0,38,29,0.41,0.133766174,11.7
1,1,0,26,35,0.23,0.137136696,23.3
0,0,1,26,29,0.68,0.268892174,1.56
1,1,0,41,29,0.5,0.130589217,10.9
0,0,1,41,25,0.32,0.266012348,1.182
0,0,1,38,29,0.32,0.263308522,1.288
0,0,1,35,31,0.59,0.248820087,1.119
0,1,0,26,27,0.68,0.22158513,1.65
0,0,1,35,25,0.23,0.288704174,1.464
0,0,1,32,29,0.32,0.270767043,1.45
0,0,1,41,35,0.68,0.245998174,0.811
0,0,1,35,25,0.41,0.260603304,1.317
0,1,0,38,33,0.23,0.210104435,1.135
0,0,1,29,35,0.68,0.269059391,0.92
0,1,0,41,33,0.59,0.193698174,0.796
0,0,1,26,35,0.41,0.277944783,1.37
0,1,0,41,35,0.5,0.196851826,0.777
0,1,0,29,29,0.68,0.214934174,1.422
0,0,1,29,33,0.68,0.262357217,0.96
0,0,1,41,27,0.32,0.262901739,1.32
0,1,0,41,25,0.5,0.189136783,1.283
0,1,0,26,35,0.23,0.234186,1.55
0,0,1,41,29,0.32,0.260662783,1.279
0,1,0,29,27,0.41,0.214512783,1.57
0,0,1,38,33,0.68,0.245444348,0.962
1,0,1,38,35,0.59,0.181567304,14.2
1,1,0,26,25,0.23,0.15496713,16.7
0,1,0,29,35,0.41,0.221550696,1.3
0,1,0,32,27,0.23,0.221132174,1.584
0,1,0,38,33,0.41,0.200066,1.041
1,1,0,29,25,0.59,0.131041913,16.5
0,0,1,26,31,0.59,0.26981513,1.3
1,0,1,35,27,0.68,0.175007391,13.9
1,0,1,35,27,0.41,0.194525391,12.4
0,0,1,32,31,0.59,0.253924261,1.09
0,0,1,29,29,0.59,0.260505652,1.42
0,1,0,41,31,0.32,0.198632261,1.095
0,0,1,35,25,0.68,0.243722087,1.3
1,0,1,38,33,0.32,0.198890957,12.5
0,0,1,38,35,0.68,0.24986487,0.853
0,0,1,38,25,0.32,0.268380261,1.337
1,1,0,35,35,0.68,0.134363304,16.6
1,1,0,32,25,0.41,0.138954957,13
1,0,1,35,31,0.68,0.17371,15.5
0,0,1,29,31,0.41,0.26816,1.35
1,1,0,32,25,0.32,0.145834696,12.5
0,1,0,35,25,0.5,0.198758522,1.425
0,0,1,32,33,0.59,0.256531739,1.03
0,0,1,32,27,0.68,0.250378348,1.4
0,1,0,35,35,0.23,0.215034,1.17
1,0,1,32,25,0.32,0.210935304,12.5
1,0,1,29,25,0.32,0.209218087,14.5
0,1,0,26,25,0.32,0.228499652,1.825
0,0,1,26,29,0.41,0.277007217,1.87
0,1,0,38,25,0.5,0.193774609,1.376
1,1,0,38,25,0.32,0.146606957,9.8
0,1,0,32,33,0.59,0.208892261,0.78
1,1,0,26,31,0.41,0.129605217,22.9
0,0,1,41,33,0.68,0.240058609,0.76
0,1,0,35,33,0.32,0.207535391,1.177
1,1,0,35,29,0.59,0.126914609,14.2
0,0,1,38,27,0.5,0.246852348,1.21
1,1,0,38,27,0.23,0.154076,10.2
1,0,1,41,25,0.59,0.186222174,9.9
1,0,1,35,33,0.5,0.180322174,15.1
1,0,1,29,31,0.32,0.193168783,18.2
1,1,0,32,35,0.23,0.141715913,16.3
0,0,1,29,35,0.32,0.275623565,1.35
0,0,1,41,31,0.68,0.238139478,0.943
1,0,1,26,25,0.59,0.182201565,19.9
0,1,0,32,31,0.32,0.212257652,1.28
1,1,0,32,33,0.5,0.128264783,17.4
0,0,1,35,27,0.41,0.258998087,1.44
1,1,0,29,25,0.5,0.134668957,15.8
1,1,0,35,25,0.41,0.138815652,11.4
0,0,1,38,33,0.23,0.275174522,1.278
0,0,1,38,33,0.32,0.261204957,1.214
1,0,1,29,35,0.68,0.172925826,22.9
1,0,1,35,35,0.41,0.185880435,15.3
1,0,1,26,33,0.59,0.168809913,25.9
0,0,1,29,25,0.32,0.282125652,1.636
1,1,0,32,33,0.41,0.130519391,16.8
0,0,1,35,35,0.59,0.253529391,0.86
0,0,1,29,27,0.5,0.265027826,1.806
1,0,1,32,27,0.23,0.221984522,13
0,1,0,38,35,0.41,0.20277887,0.992
1,1,0,38,35,0.5,0.132777652,13.8
1,1,0,35,31,0.68,0.127124,15.4
0,1,0,41,25,0.68,0.184352957,1.11
1,1,0,35,33,0.41,0.131828435,14.6
0,1,0,32,35,0.32,0.214040957,1.184
1,1,0,35,27,0.68,0.125604957,13.8
1,0,1,41,29,0.5,0.186716348,10.9
1,1,0,35,33,0.23,0.144757304,13.6
1,1,0,29,31,0.41,0.130458087,18.8
0,0,1,26,25,0.23,0.302773043,1.933
0,0,1,26,27,0.59,0.269084609,1.7
0,1,0,26,29,0.32,0.228716957,1.95
1,1,0,35,27,0.5,0.130510087,12.9
1,1,0,32,29,0.59,0.126483391,16.2
1,1,0,26,33,0.41,0.127836,24.1
1,1,0,29,33,0.41,0.12925887,19.8
1,0,1,29,31,0.41,0.183636696,18.9
0,1,0,35,25,0.68,0.192744696,0.98
0,1,0,38,25,0.32,0.203657826,1.304
1,1,0,26,33,0.68,0.124893826,26.9
1,0,1,32,27,0.59,0.178647217,15.2
1,0,1,32,31,0.23,0.211584174,14.9
0,0,1,26,25,0.41,0.280562087,1.808
0,0,1,35,29,0.23,0.281440261,1.456
0,0,1,32,29,0.23,0.28524487,1.55
1,0,1,29,27,0.59,0.177711739,17.9
0,1,0,29,35,0.59,0.22347887,0.97
1,0,1,38,29,0.41,0.192752696,11.7
0,0,1,29,29,0.41,0.26930087,1.701
1,0,1,32,35,0.41,0.182792261,17.6
1,1,0,29,33,0.5,0.127023391,20.4
1,1,0,41,27,0.41,0.136456,9.9
1,1,0,38,29,0.59,0.127552,12.5
1,1,0,29,29,0.23,0.146492,16.3
1,0,1,35,29,0.23,0.219333217,12.3
1,0,1,32,25,0.68,0.17779513,14.7
1,0,1,32,33,0.32,0.19255313,16.2
1,1,0,41,27,0.32,0.143777565,9.6
0,0,1,41,33,0.41,0.249918174,1.062
0,1,0,32,27,0.41,0.20744887,1.48
1,1,0,26,25,0.41,0.139963652,18.2
1,0,1,38,31,0.68,0.175777478,13.6
1,1,0,35,29,0.23,0.149042783,12.2
0,0,1,41,25,0.5,0.245542,1.137
0,0,1,38,29,0.59,0.242970522,1.162
1,0,1,38,25,0.41,0.201859913,10.2
1,1,0,26,29,0.68,0.124661565,24.3
1,0,1,35,33,0.68,0.175154957,16
1,0,1,38,27,0.5,0.187379739,11.4
1,1,0,35,31,0.41,0.13218887,13.9
0,1,0,41,27,0.32,0.197526957,1.13
0,0,1,32,33,0.32,0.267958087,1.18
1,1,0,41,35,0.59,0.134934348,12.7
0,1,0,35,31,0.59,0.201350174,1.056
1,0,1,29,25,0.68,0.17749313,17.1
0,0,1,38,31,0.59,0.244006783,1.055
1,0,1,29,27,0.5,0.183229652,17.2
1,1,0,26,35,0.41,0.127408957,25.3
1,1,0,35,35,0.41,0.132763652,15.3
0,0,1,26,31,0.32,0.282901913,1.68
0,0,1,29,31,0.32,0.275718261,1.5
0,0,1,35,35,0.68,0.255244957,0.848
0,0,1,35,31,0.5,0.25166087,1.07
0,1,0,35,29,0.23,0.214371826,1.408
1,1,0,35,35,0.59,0.131991913,16.1
1,0,1,41,25,0.41,0.203687304,9.2
1,1,0,38,31,0.41,0.133295913,12.4
1,1,0,32,29,0.68,0.125441217,16.9
1,1,0,41,31,0.23,0.15028287,10.4
0,0,1,35,35,0.32,0.264630348,1.103
0,0,1,26,31,0.23,0.294828696,1.97
1,1,0,32,29,0.41,0.132320696,15.1
0,1,0,38,29,0.59,0.193263217,1.072
0,0,1,41,27,0.68,0.235402174,1.156
0,1,0,41,31,0.59,0.191008435,0.906
1,1,0,38,35,0.41,0.134395913,13.4
1,0,1,41,31,0.59,0.180788174,11.9
1,1,0,41,25,0.23,0.160036783,8.5
1,0,1,29,29,0.68,0.170829652,19.9
1,1,0,32,27,0.41,0.134971739,14.1
0,0,1,26,35,0.5,0.273354609,0.94
1,1,0,26,31,0.68,0.12407887,25.6
1,1,0,38,25,0.41,0.139051304,10.2
1,1,0,35,29,0.68,0.12593887,14.7
0,0,1,32,29,0.41,0.262368609,1.469
1,1,0,32,31,0.32,0.136237565,15.4
0,1,0,32,27,0.32,0.212711478,1.581
0,0,1,41,31,0.59,0.240137217,1.001
0,0,1,32,27,0.23,0.288903478,1.609
1,1,0,26,29,0.41,0.131546348,21.4
1,1,0,38,25,0.59,0.129722174,11
0,1,0,41,29,0.32,0.197421652,1.07
0,1,0,32,29,0.59,0.204954696,1.23
0,1,0,35,25,0.59,0.195924696,1.35
1,0,1,41,29,0.68,0.177270957,11.7
1,0,1,26,31,0.23,0.203779913,21
0,0,1,32,35,0.23,0.279443565,1.11
0,0,1,41,25,0.59,0.240473652,1.281
0,1,0,32,29,0.41,0.207965565,1.423
0,0,1,29,33,0.23,0.286518087,1.53
0,0,1,35,27,0.59,0.247208261,1.321
0,0,1,32,27,0.32,0.273558696,1.64
1,1,0,29,33,0.59,0.126172609,21.2
1,0,1,26,27,0.5,0.181873043,20.8
1,1,0,38,33,0.68,0.131022261,14.2
0,1,0,26,33,0.5,0.227471913,1.29
0,1,0,32,25,0.32,0.213351478,1.499
1,0,1,32,27,0.5,0.184379478,14.7
0,0,1,26,35,0.59,0.276287826,1.06
1,0,1,26,27,0.32,0.199785304,19
1,1,0,32,35,0.32,0.134582174,16.8
0,0,1,41,29,0.41,0.250299043,1.231
0,0,1,35,33,0.23,0.27816,1.342
0,0,1,41,29,0.5,0.243316609,1.137
0,1,0,41,29,0.68,0.189406087,1.044
0,1,0,32,27,0.59,0.203977826,1.441
1,1,0,29,31,0.59,0.125715913,20.2
1,0,1,32,33,0.68,0.172681913,18.5
0,0,1,29,25,0.5,0.26682313,1.723
0,0,1,32,29,0.68,0.252346348,1.32
0,1,0,41,29,0.23,0.207379391,1.247
1,1,0,38,35,0.32,0.138190957,13
1,1,0,29,25,0.68,0.128386609,17.1
1,1,0,32,25,0.68,0.127591565,14.6
0,1,0,29,27,0.59,0.212415304,1.647
1,1,0,26,27,0.32,0.140719913,19
0,0,1,35,27,0.5,0.251314348,1.33
0,1,0,29,25,0.23,0.228038957,1.65
0,0,1,41,25,0.68,0.235902174,1.212
0,1,0,26,29,0.5,0.223260174,1.68
1,1,0,38,35,0.23,0.146112261,12.5
0,1,0,38,27,0.59,0.191992174,1.23
1,0,1,26,29,0.59,0.172914435,23.2
0,1,0,29,33,0.5,0.217836522,1.17
1,1,0,41,33,0.23,0.148871826,10.9
1,1,0,41,25,0.32,0.147410696,8.8
0,0,1,29,29,0.23,0.291042348,1.821
1,1,0,32,25,0.5,0.133989652,13.6
0,0,1,32,33,0.68,0.256451652,1.031
1,1,0,35,33,0.68,0.129688783,16.1
1,1,0,26,27,0.41,0.135108435,19.9
1,0,1,29,31,0.5,0.177140957,19.5
1,0,1,41,33,0.23,0.219021652,10.9
0,0,1,26,25,0.68,0.268187913,1.89
1,0,1,26,29,0.5,0.177617043,22.3
0,1,0,38,29,0.32,0.202117565,1.293
0,0,1,32,25,0.41,0.266431652,1.493
0,0,1,29,33,0.32,0.274534522,1.41
0,1,0,29,25,0.41,0.215919217,1.636
0,1,0,38,33,0.59,0.198848,0.907
0,1,0,32,35,0.68,0.219201565,0.877
0,1,0,32,35,0.23,0.220029565,1.26
1,1,0,38,33,0.23,0.146830348,12
0,0,1,29,35,0.23,0.284433826,1.2
0,1,0,29,35,0.5,0.220927565,1.04
1,0,1,35,27,0.23,0.224798,11.4
1,0,1,41,29,0.41,0.195039913,10.6
0,0,1,26,25,0.59,0.269741391,1.82
0,0,1,41,35,0.41,0.251322783,1.037
0,1,0,26,27,0.5,0.223007043,1.95
1,0,1,29,33,0.59,0.171690522,21.1
0,0,1,32,35,0.68,0.261070174,0.86
1,1,0,35,35,0.5,0.131221826,15.7
0,1,0,26,33,0.23,0.233642783,1.65
1,0,1,35,25,0.41,0.20019713,11.4
1,1,0,29,33,0.68,0.126737826,21.9
0,0,1,38,27,0.32,0.265455391,1.367
1,0,1,38,35,0.32,0.198048435,13.1
1,1,0,29,35,0.41,0.12939287,20.7
0,0,1,26,33,0.59,0.272017739,1.27
1,0,1,26,29,0.32,0.19422287,20.5
1,1,0,41,27,0.5,0.131439913,10.3
0,1,0,32,27,0.5,0.205381913,1.557
1,1,0,29,35,0.68,0.130360957,22.8
1,1,0,32,31,0.41,0.13124887,16
1,0,1,38,33,0.59,0.179060087,13.7
1,1,0,35,35,0.23,0.143868,14.2
1,1,0,41,33,0.59,0.131292435,12.3
0,1,0,38,25,0.41,0.197069217,1.267
0,1,0,38,29,0.68,0.194210609,1.102
1,1,0,32,35,0.68,0.132521826,19.3
0,0,1,38,27,0.68,0.238631217,1.1
0,0,1,29,31,0.5,0.264108348,1.34
1,0,1,38,29,0.59,0.17931913,12.6
1,1,0,29,25,0.32,0.145890957,14.6
1,1,0,26,31,0.32,0.134116783,21.9
0,1,0,32,29,0.5,0.206029652,1.378
1,1,0,26,27,0.5,0.130930957,20.7
0,1,0,41,27,0.68,0.186191913,1.09
1,1,0,26,35,0.59,0.126109739,27.1
0,0,1,32,27,0.41,0.263942522,1.528
1,0,1,26,35,0.41,0.175826087,25.3
0,1,0,26,27,0.32,0.228135043,1.875
1,0,1,38,29,0.32,0.204674957,11.3
0,1,0,38,27,0.5,0.191131304,0.96
0,0,1,32,31,0.5,0.256960609,1.27
0,0,1,29,35,0.5,0.26721687,1.13
0,1,0,29,27,0.5,0.21335287,1.724
1,1,0,41,33,0.41,0.134621739,11.6
0,1,0,29,25,0.32,0.220327826,1.613
1,0,1,26,35,0.5,0.171330174,26.1
1,0,1,32,29,0.32,0.199522522,14.6
0,1,0,38,31,0.41,0.198666174,1.144
1,0,1,41,25,0.68,0.180472957,10.2
0,1,0,26,25,0.5,0.222743217,1.864
1,0,1,35,25,0.32,0.212708522,11
0,0,1,32,29,0.5,0.25659887,1.389
0,0,1,26,27,0.41,0.278437565,1.919
1,1,0,32,29,0.32,0.138237391,14.5
1,0,1,26,31,0.5,0.174792435,23.7
0,0,1,26,33,0.68,0.273205217,1.09
0,0,1,35,29,0.5,0.251347217,1.318
1,0,1,35,35,0.23,0.209352087,14.2
0,0,1,41,25,0.23,0.283767739,1.346
1,0,1,41,27,0.59,0.18282887,10.7
1,0,1,41,31,0.23,0.222044261,10.3
1,0,1,41,27,0.23,0.231086783,9.2
1,0,1,26,29,0.41,0.184323217,21.4
1,0,1,38,33,0.5,0.18288087,13.4
1,0,1,35,33,0.41,0.186381391,14.7
1,0,1,29,35,0.5,0.174910783,21.4
1,1,0,41,35,0.5,0.134211739,12.4
1,0,1,26,33,0.68,0.16703113,27
0,1,0,35,35,0.5,0.206416087,0.894
1,0,1,38,31,0.41,0.190784957,12.4
0,1,0,35,33,0.59,0.204299217,0.964
0,0,1,35,31,0.23,0.279197304,1.369
0,1,0,26,29,0.23,0.233474261,1.876
0,0,1,32,35,0.5,0.259047478,0.91
0,0,1,26,29,0.5,0.27238287,1.73
1,0,1,41,31,0.5,0.185816174,11.5
1,1,0,38,27,0.41,0.135731826,11
1,1,0,41,29,0.23,0.152423043,9.8
1,1,0,41,25,0.41,0.139514348,9.2
0,0,1,38,25,0.59,0.24427913,1.362
1,0,1,32,29,0.68,0.172232435,16.9
1,1,0,26,31,0.59,0.148302609,11.3
0,0,1,29,29,0.32,0.27666887,1.61
0,0,1,35,29,0.41,0.256810435,1.3
0,1,0,38,31,0.5,0.196443739,1.045
1,0,1,32,27,0.68,0.173960783,15.8
1,0,1,35,35,0.5,0.180892,15.7
1,1,0,29,31,0.5,0.12747,19.5
1,1,0,29,33,0.32,0.133191652,19.1
1,1,0,41,33,0.32,0.139404,11.2
0,1,0,41,31,0.23,0.207030435,1.162
1,0,1,41,27,0.68,0.177785826,11
0,1,0,29,35,0.68,0.227310522,0.89
1,0,1,38,25,0.32,0.214832783,9.8
0,0,1,26,31,0.5,0.272857043,1.67
0,0,1,32,35,0.32,0.26936,1.2
0,0,1,29,29,0.5,0.263998522,1.6
0,0,1,32,25,0.5,0.259622261,1.578
1,1,0,29,29,0.41,0.131938348,17.7
0,0,1,41,27,0.59,0.239482522,1.237
0,0,1,35,33,0.5,0.252841043,1.11
1,1,0,41,27,0.68,0.126261217,11
1,0,1,38,27,0.23,0.227930174,10.2
1,1,0,35,25,0.68,0.127106957,12.8
0,0,1,26,29,0.32,0.284862174,2.03
0,0,1,38,33,0.5,0.248526087,1.074
1,1,0,38,25,0.68,0.126960522,11.4
1,0,1,26,27,0.68,0.172244609,22.5
1,1,0,35,33,0.59,0.128786783,15.5
1,0,1,29,35,0.23,0.201293391,19.1
1,0,1,41,25,0.32,0.21709113,8.8
1,0,1,35,25,0.23,0.231440522,10.5
1,0,1,35,33,0.32,0.195692696,14.1
1,1,0,35,35,0.32,0.136363652,14.7
0,1,0,38,27,0.32,0.201281652,1.2
1,1,0,38,33,0.41,0.133227217,12.9
1,1,0,26,31,0.23,0.141549739,21
0,1,0,32,35,0.59,0.214910609,0.83
1,0,1,41,31,0.68,0.177781304,12.2
1,0,1,41,31,0.32,0.204415478,10.7
1,0,1,41,27,0.41,0.198546,9.9
0,0,1,32,31,0.23,0.282600435,1.42
0,1,0,35,25,0.41,0.200924783,1.2
1,0,1,29,33,0.5,0.175229739,20.5
1,0,1,38,33,0.23,0.215505826,12.1
0,0,1,32,33,0.23,0.28153287,1.34
0,0,1,38,29,0.68,0.240971478,1.137
1,0,1,26,27,0.23,0.215344174,18.2
0,0,1,41,31,0.23,0.273810783,1.216
0,0,1,35,31,0.32,0.265446348,1.321
1,0,1,38,33,0.41,0.189184,13
1,0,1,38,27,0.41,0.196480087,11
